netID,score
truthful,1660.005047567022
truthful,1623.3405630970708
truthful,1647.9528438295345
truthful,1642.2506536838418
truthful,1623.7573335746038
truthful,1658.0125072214785
truthful,1623.505121260262
truthful,1617.7225815124323
truthful,1625.2481978867013
truthful,1667.3020964285201
truthful,1629.3350596668317
truthful,1641.7904630426146
truthful,1625.8832399080732
truthful,1629.7819977094252
truthful,1618.004497112283
